,year,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgMade,threeMade,dq,mpg,ppg,apg,rpg,spg,bpg,pfpg,fg%,3p%,ft%,orpg,drpg,percentage_pointsFromFieldGoal,percentage_pointsFromFreeThrow,height,weight,coachStint,coachWon,coachLost,coach W/L Ratio,o_fga,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,homeW_ratio,awayW_ratio,min,o_fg%,o_ft%,o_3p%,d_fg%,d_ft%,d_3p%,confID_EA,confID_WE,tmID_encoded,playerID_encoded,coachID_encoded,tmID
0,11,82.0,20.0,82.0,11.0,15.0,29.0,10.0,37.0,30.0,1.0,0.0,22.88235294117647,4.823529411764706,0.6470588235294118,6.0,0.8823529411764706,1.7058823529411764,2.176470588235294,40.54054054054054,33.33333333333333,67.74193548387096,1.1764705882352942,4.823529411764706,35.36585365853659,25.60975609756097,79.0,218.0,0,4.0,30.0,0.1333333333333333,2258.0,725.0,598.0,340.0,737.0,1077.0,492.0,796.0,285.0,593.0,142.0,2534.0,1014.0,2254.0,679.0,918.0,172.0,502.0,401.0,864.0,1265.0,684.0,726.0,310.0,561.0,134.0,2879.0,0.059,0.176,6825.0,39.64,74.76,33.78,44.99,73.97,34.26,True,False,0,25,36,ATL
1,11,488.0,20.0,55.0,67.0,36.0,2.0,83.0,75.0,184.0,49.0,0.0,26.91176470588235,14.352941176470589,1.9705882352941173,2.2058823529411766,1.0588235294117647,0.0588235294117647,2.2058823529411766,41.34831460674157,34.50704225352113,78.02197802197803,0.5882352941176471,1.6176470588235294,27.66393442622951,14.549180327868852,72.0,140.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,85,36,ATL
2,11,402.0,119.0,190.0,38.0,32.0,44.0,70.0,117.0,170.0,0.0,1.0,27.294117647058822,11.823529411764708,1.1176470588235294,9.088235294117649,0.9411764705882352,1.2941176470588236,3.4411764705882355,52.79503105590062,0.0,65.26315789473685,3.5,5.588235294117647,42.28855721393035,15.422885572139302,77.0,190.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,122,36,ATL
3,11,102.0,19.0,60.0,127.0,18.0,3.0,54.0,44.0,36.0,6.0,0.0,20.794117647058822,3.0,3.735294117647059,2.323529411764706,0.5294117647058824,0.088235294117647,1.2941176470588236,38.70967741935484,20.0,77.41935483870968,0.5588235294117647,1.7647058823529411,29.411764705882355,23.52941176470588,69.0,147.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,272,36,ATL
4,11,443.0,72.0,182.0,51.0,68.0,22.0,64.0,105.0,184.0,0.0,2.0,27.38235294117647,13.029411764705882,1.5,7.470588235294118,2.0,0.6470588235294118,3.088235294117647,50.68870523415978,0.0,74.25742574257426,2.117647058823529,5.352941176470588,41.534988713318285,16.93002257336343,76.0,175.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,286,36,ATL
5,11,435.0,35.0,70.0,71.0,74.0,12.0,72.0,92.0,160.0,15.0,2.0,21.61764705882353,12.794117647058824,2.088235294117647,3.088235294117647,2.176470588235294,0.3529411764705882,2.7058823529411766,47.61904761904761,29.411764705882355,74.07407407407408,1.0294117647058822,2.0588235294117645,33.33333333333333,22.988505747126435,73.0,160.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,312,36,ATL
6,11,131.0,20.0,30.0,33.0,12.0,2.0,31.0,37.0,50.0,8.0,0.0,11.970588235294118,3.852941176470588,0.9705882352941176,1.4705882352941178,0.3529411764705882,0.0588235294117647,1.088235294117647,40.98360655737705,29.629629629629623,88.46153846153845,0.5882352941176471,0.8823529411764706,32.06106870229007,17.557251908396946,69.0,140.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,323,36,ATL
7,11,16.0,7.0,9.0,4.0,3.0,2.0,9.0,12.0,5.0,0.0,0.0,8.909090909090908,1.4545454545454546,0.3636363636363636,1.4545454545454546,0.2727272727272727,0.1818181818181818,1.0909090909090908,35.714285714285715,0.0,60.0,0.6363636363636364,0.8181818181818182,31.25,37.5,69.0,133.0,0,18.0,16.0,1.125,2428.0,755.0,374.0,404.0,855.0,1259.0,547.0,741.0,329.0,590.0,121.0,2861.0,996.0,2363.0,624.0,807.0,181.0,530.0,353.0,821.0,1174.0,615.0,700.0,347.0,601.0,133.0,2797.0,0.706,0.353,6950.0,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,382,36,ATL
8,11,234.0,18.0,45.0,109.0,28.0,5.0,57.0,96.0,74.0,4.0,1.0,22.823529411764707,6.882352941176471,3.2058823529411766,1.8529411764705883,0.8235294117647058,0.1470588235294117,2.823529411764706,38.144329896907216,36.36363636363637,68.90756302521008,0.5294117647058824,1.3235294117647058,29.914529914529915,35.04273504273504,69.0,162.0,0,16.0,18.0,0.8888888888888888,2136.0,693.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,0.706,0.235,6825.0,43.54,76.05,39.49,44.25,78.14,34.74,True,False,2,79,0,CHI
9,11,270.0,52.0,136.0,19.0,21.0,35.0,76.0,72.0,103.0,0.0,1.0,28.83333333333333,11.25,0.7916666666666666,7.833333333333333,0.875,1.4583333333333333,3.0,59.88372093023256,0.0,64.64646464646465,2.1666666666666665,5.666666666666667,38.14814814814815,23.703703703703702,78.0,200.0,0,16.0,18.0,0.8888888888888888,2136.0,693.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,0.706,0.235,6825.0,43.54,76.05,39.49,44.25,78.14,34.74,True,False,2,155,0,CHI
10,11,211.0,13.0,40.0,53.0,20.0,0.0,31.0,32.0,72.0,37.0,0.0,16.970588235294116,6.205882352941177,1.5588235294117647,1.5588235294117647,0.5882352941176471,0.0,0.9411764705882352,42.35294117647059,40.21739130434783,90.9090909090909,0.3823529411764705,1.1764705882352942,16.587677725118482,14.218009478672986,70.0,150.0,0,16.0,18.0,0.8888888888888888,2136.0,693.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,0.706,0.235,6825.0,43.54,76.05,39.49,44.25,78.14,34.74,True,False,2,476,0,CHI
11,11,50.0,10.0,20.0,7.0,7.0,4.0,11.0,18.0,16.0,2.0,0.0,12.9,5.0,0.7,3.0,0.7,0.4,1.8,34.78260869565217,25.0,88.88888888888889,1.0,2.0,28.000000000000004,32.0,74.0,166.0,0,16.0,18.0,0.8888888888888888,2136.0,693.0,471.0,307.0,776.0,1083.0,532.0,605.0,249.0,532.0,138.0,2573.0,1004.0,2269.0,479.0,613.0,206.0,593.0,359.0,797.0,1156.0,610.0,636.0,273.0,489.0,121.0,2693.0,0.706,0.235,6825.0,43.54,76.05,39.49,44.25,78.14,34.74,True,False,2,548,0,CHI
12,11,71.0,11.0,22.0,46.0,15.0,1.0,28.0,34.0,26.0,8.0,0.0,10.696969696969695,2.1515151515151514,1.393939393939394,1.0,0.4545454545454545,0.0303030303030303,1.0303030303030305,30.58823529411765,21.62162162162162,84.61538461538461,0.3333333333333333,0.6666666666666666,25.352112676056336,15.492957746478872,62.0,130.0,0,18.0,16.0,1.125,2264.0,550.0,512.0,365.0,883.0,1248.0,587.0,583.0,217.0,568.0,166.0,2533.0,903.0,2262.0,479.0,623.0,213.0,636.0,320.0,730.0,1050.0,516.0,622.0,300.0,463.0,115.0,2498.0,0.647,0.412,6925.0,42.98,79.09,29.69,39.92,76.89,33.49,True,False,7,50,17,IND
13,11,34.0,3.0,17.0,12.0,8.0,0.0,11.0,13.0,11.0,2.0,0.0,17.833333333333332,5.666666666666667,2.0,3.333333333333333,1.3333333333333333,0.0,2.1666666666666665,30.55555555555556,16.666666666666664,83.33333333333334,0.5,2.833333333333333,26.47058823529412,29.411764705882355,74.0,169.0,0,21.0,13.0,1.6153846153846154,2286.0,723.0,669.0,370.0,869.0,1239.0,607.0,629.0,211.0,487.0,97.0,2690.0,955.0,2284.0,472.0,638.0,159.0,496.0,360.0,840.0,1200.0,554.0,703.0,252.0,499.0,104.0,2541.0,0.765,0.471,6850.0,42.21,74.55,33.03,41.81,73.98,32.06,True,False,11,0,52,NYL
14,11,34.0,3.0,17.0,12.0,8.0,0.0,11.0,13.0,11.0,2.0,0.0,17.833333333333332,5.666666666666667,2.0,3.333333333333333,1.3333333333333333,0.0,2.1666666666666665,30.55555555555556,16.666666666666664,83.33333333333334,0.5,2.833333333333333,26.47058823529412,29.411764705882355,74.0,169.0,0,21.0,13.0,1.6153846153846154,2286.0,723.0,669.0,370.0,869.0,1239.0,607.0,629.0,211.0,487.0,97.0,2690.0,955.0,2284.0,472.0,638.0,159.0,496.0,360.0,840.0,1200.0,554.0,703.0,252.0,499.0,104.0,2541.0,0.765,0.471,6850.0,42.21,74.55,33.03,41.81,73.98,32.06,True,False,11,0,52,NYL
15,11,34.0,3.0,17.0,12.0,8.0,0.0,11.0,13.0,11.0,2.0,0.0,17.833333333333332,5.666666666666667,2.0,3.333333333333333,1.3333333333333333,0.0,2.1666666666666665,30.55555555555556,16.666666666666664,83.33333333333334,0.5,2.833333333333333,26.47058823529412,29.411764705882355,74.0,169.0,0,21.0,13.0,1.6153846153846154,2286.0,723.0,669.0,370.0,869.0,1239.0,607.0,629.0,211.0,487.0,97.0,2690.0,955.0,2284.0,472.0,638.0,159.0,496.0,360.0,840.0,1200.0,554.0,703.0,252.0,499.0,104.0,2541.0,0.765,0.471,6850.0,42.21,74.55,33.03,41.81,73.98,32.06,True,False,11,0,52,NYL
